Symbol,Date,Time,Bid Price,Bid Exchange,Bid Size,Ask Price,Ask Exchange,Ask Size
ITT,03/03/2014,09:31:38.528,43.2,K,1,43.27,N,1
ITT,03/03/2014,09:31:38.533,43.2,K,1,43.27,B,1
ITT,03/03/2014,09:31:38.535,43.2,K,1,43.28,C,1
ITT,03/03/2014,09:31:38.535,43.2,K,1,43.28,Y,1
ITT,03/03/2014,09:31:38.552,43.2,K,1,43.27,K,1
ITT,03/03/2014,09:31:38.552,43.2,K,1,43.27,K,2
ITT,03/03/2014,09:31:38.552,43.2,K,1,43.27,K,3
ITT,03/03/2014,09:31:39.101,43.2,B,1,43.27,K,3
ITT,03/03/2014,09:31:39.102,43.19,Y,1,43.27,K,3
ITT,03/03/2014,09:31:39.325,43.19,Y,1,43.27,K,2
ITT,03/03/2014,09:31:39.326,43.19,Y,1,43.27,K,1
ITT,03/03/2014,09:31:44.216,43.19,Y,2,43.27,K,1
ITT,03/03/2014,09:31:44.480,43.19,Y,2,43.27,K,2
ITT,03/03/2014,09:31:55.201,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:01.117,43.2,N,1,43.26,N,1
ITT,03/03/2014,09:32:01.129,43.2,N,1,43.27,K,2
ITT,03/03/2014,09:32:03.654,43.19,Y,1,43.27,K,2
ITT,03/03/2014,09:32:05.446,43.19,B,1,43.27,K,2
ITT,03/03/2014,09:32:05.447,43.19,N,1,43.27,K,2
ITT,03/03/2014,09:32:05.522,43.16,N,1,43.27,K,2
ITT,03/03/2014,09:32:05.522,43.16,N,2,43.27,K,2
ITT,03/03/2014,09:32:05.525,43.16,N,2,43.26,N,1
ITT,03/03/2014,09:32:05.617,43.16,N,2,43.27,K,1
ITT,03/03/2014,09:32:05.827,43.16,N,2,43.26,N,1
ITT,03/03/2014,09:32:05.841,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.076,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.078,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.079,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.079,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.080,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.080,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.081,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.082,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.083,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.083,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.083,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.083,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.084,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.086,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.087,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.087,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.087,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.087,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.088,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.089,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.090,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.090,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.091,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.091,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.092,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.093,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.094,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.094,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.094,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.094,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.095,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.097,43.19,Y,2,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.19,Y,1,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.19,B,2,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.19,B,1,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.19,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.16,N,1,43.26,N,1
ITT,03/03/2014,09:32:06.098,43.16,N,1,43.25,K,1
ITT,03/03/2014,09:32:06.099,43.16,N,1,43.25,K,2
ITT,03/03/2014,09:32:06.099,43.16,N,1,43.25,K,3
ITT,03/03/2014,09:32:06.875,43.16,N,1,43.25,K,2
ITT,03/03/2014,09:32:06.877,43.16,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.142,43.16,N,1,43.24,T,1
ITT,03/03/2014,09:32:07.143,43.16,N,1,43.23,T,1
ITT,03/03/2014,09:32:07.165,43.17,N,1,43.23,T,1
ITT,03/03/2014,09:32:07.235,43.17,N,1,43.23,Y,2
ITT,03/03/2014,09:32:07.235,43.17,N,1,43.23,Y,1
ITT,03/03/2014,09:32:07.235,43.17,N,1,43.23,B,2
ITT,03/03/2014,09:32:07.235,43.17,N,1,43.23,B,1
ITT,03/03/2014,09:32:07.236,43.17,N,1,43.23,C,1
ITT,03/03/2014,09:32:07.236,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.236,43.17,B,1,43.25,K,1
ITT,03/03/2014,09:32:07.237,43.16,P,2,43.25,K,1
ITT,03/03/2014,09:32:07.252,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.255,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.275,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.298,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.299,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:07.320,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.642,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:07.665,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.688,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:07.710,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.733,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:07.845,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:07.867,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.021,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.050,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.172,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.194,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.320,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.342,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.470,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.493,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.620,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.642,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.766,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.789,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:08.912,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:08.934,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:09.106,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.130,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:09.164,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.278,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.300,43.16,P,1,43.25,K,1
ITT,03/03/2014,09:32:09.300,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.323,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.345,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.368,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.489,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.497,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.498,43.2,Y,1,43.25,K,1
ITT,03/03/2014,09:32:09.498,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.498,43.2,B,1,43.25,K,1
ITT,03/03/2014,09:32:09.498,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.519,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.542,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.565,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.611,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.634,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.635,43.2,Y,1,43.25,K,1
ITT,03/03/2014,09:32:09.635,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.635,43.2,B,1,43.25,K,1
ITT,03/03/2014,09:32:09.635,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.758,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.780,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.802,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.825,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.848,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:09.904,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.020,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.044,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.088,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.111,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.112,43.2,Y,1,43.25,K,1
ITT,03/03/2014,09:32:10.112,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.112,43.2,B,1,43.25,K,1
ITT,03/03/2014,09:32:10.112,43.17,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.237,43.18,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.260,43.19,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.265,43.2,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.283,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.305,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:10.478,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.500,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:10.670,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.692,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:10.822,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.844,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:10.972,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:10.994,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.122,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.145,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.272,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.294,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.417,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.440,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.565,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.588,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.714,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.737,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.866,43.21,N,1,43.25,K,1
ITT,03/03/2014,09:32:11.888,43.2,N,2,43.25,K,1
ITT,03/03/2014,09:32:11.919,43.2,N,2,43.24,P,1
ITT,03/03/2014,09:32:12.039,43.21,N,1,43.24,P,1
ITT,03/03/2014,09:32:12.062,43.2,N,2,43.24,P,1
ITT,03/03/2014,09:32:12.063,43.21,N,1,43.24,P,1
ITT,03/03/2014,09:32:12.082,43.21,N,1,43.23,K,1
ITT,03/03/2014,09:32:12.083,43.21,N,1,43.23,K,2
ITT,03/03/2014,09:32:12.096,43.21,N,1,43.23,K,1
ITT,03/03/2014,09:32:12.096,43.21,N,1,43.24,P,1
ITT,03/03/2014,09:32:12.096,43.22,K,1,43.24,P,1
ITT,03/03/2014,09:32:12.097,43.22,K,1,43.26,T,1
ITT,03/03/2014,09:32:12.097,43.23,P,1,43.26,T,1
ITT,03/03/2014,09:32:12.097,43.23,P,2,43.26,T,1
ITT,03/03/2014,09:32:12.098,43.24,T,1,43.26,T,1
ITT,03/03/2014,09:32:12.098,43.24,T,2,43.26,T,1
ITT,03/03/2014,09:32:12.098,43.24,T,3,43.26,T,1
ITT,03/03/2014,09:32:12.098,43.24,T,3,43.28,K,1
ITT,03/03/2014,09:32:12.098,43.24,T,3,43.35,D,4
ITT,03/03/2014,09:32:12.098,43.24,T,4,43.35,D,4
ITT,03/03/2014,09:32:12.099,43.24,T,3,43.35,D,4
ITT,03/03/2014,09:32:12.099,43.25,T,1,43.35,D,4
ITT,03/03/2014,09:32:12.099,43.25,T,2,43.35,D,4
ITT,03/03/2014,09:32:12.099,43.25,T,2,43.34,N,1
ITT,03/03/2014,09:32:12.099,43.25,T,2,43.31,N,1
ITT,03/03/2014,09:32:12.107,43.26,N,1,43.31,N,1
ITT,03/03/2014,09:32:12.129,43.27,N,1,43.31,N,1
ITT,03/03/2014,09:32:12.152,43.26,N,1,43.31,N,1
ITT,03/03/2014,09:32:12.154,43.26,N,1,43.32,N,1
ITT,03/03/2014,09:32:12.174,43.27,N,1,43.32,N,1
ITT,03/03/2014,09:32:12.197,43.27,N,1,43.31,N,1
ITT,03/03/2014,09:32:12.243,43.27,N,1,43.31,N,2
ITT,03/03/2014,09:32:12.263,43.25,K,1,43.31,N,2
ITT,03/03/2014,09:32:12.263,43.25,K,1,43.3,N,1
ITT,03/03/2014,09:32:12.285,43.25,K,1,43.31,N,2
ITT,03/03/2014,09:32:12.285,43.26,N,1,43.31,N,2
ITT,03/03/2014,09:32:12.288,43.26,N,1,43.28,K,1
ITT,03/03/2014,09:32:12.288,43.26,N,1,43.28,K,2
ITT,03/03/2014,09:32:12.308,43.25,T,1,43.28,K,2
ITT,03/03/2014,09:32:12.353,43.25,T,1,43.28,K,3
ITT,03/03/2014,09:32:12.498,43.25,N,1,43.28,K,3
ITT,03/03/2014,09:32:12.892,43.25,N,1,43.27,N,1
ITT,03/03/2014,09:32:12.915,43.23,Z,1,43.27,N,1
ITT,03/03/2014,09:32:12.937,43.23,Z,1,43.26,N,1
ITT,03/03/2014,09:32:13.045,43.23,Z,1,43.27,N,1
ITT,03/03/2014,09:32:13.068,43.23,Z,1,43.26,N,1
ITT,03/03/2014,09:32:13.090,43.23,Z,1,43.27,N,1
ITT,03/03/2014,09:32:13.660,43.23,N,1,43.27,N,1
ITT,03/03/2014,09:32:13.660,43.23,N,1,43.26,Z,1
ITT,03/03/2014,09:32:13.661,43.23,N,1,43.25,T,1
ITT,03/03/2014,09:32:13.662,43.22,N,1,43.25,T,1
ITT,03/03/2014,09:32:13.662,43.2,K,1,43.25,T,1
ITT,03/03/2014,09:32:13.686,43.2,K,1,43.24,N,1
ITT,03/03/2014,09:32:13.745,43.15,T,4,43.24,N,1
ITT,03/03/2014,09:32:13.753,43.15,T,4,43.23,N,1
ITT,03/03/2014,09:32:13.753,43.16,N,1,43.23,N,1
ITT,03/03/2014,09:32:13.776,43.17,N,1,43.23,N,1
ITT,03/03/2014,09:32:13.988,43.18,N,1,43.23,N,1
ITT,03/03/2014,09:32:15.954,43.19,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.354,43.17,C,1,43.23,N,1
ITT,03/03/2014,09:32:16.355,43.16,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.368,43.17,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.377,43.18,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.682,43.18,N,1,43.2,K,1
ITT,03/03/2014,09:32:16.682,43.18,N,1,43.2,K,2
ITT,03/03/2014,09:32:16.683,43.18,N,1,43.2,K,1
ITT,03/03/2014,09:32:16.683,43.18,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.683,43.18,N,1,43.25,N,1
ITT,03/03/2014,09:32:16.690,43.19,N,1,43.25,N,1
ITT,03/03/2014,09:32:16.693,43.19,N,1,43.31,N,1
ITT,03/03/2014,09:32:16.693,43.19,N,2,43.31,N,1
ITT,03/03/2014,09:32:16.693,43.19,N,2,43.31,N,2
ITT,03/03/2014,09:32:16.716,43.19,N,2,43.31,N,1
ITT,03/03/2014,09:32:16.717,43.2,N,1,43.31,N,1
ITT,03/03/2014,09:32:16.717,43.2,N,1,43.25,N,1
ITT,03/03/2014,09:32:16.763,43.19,N,2,43.25,N,1
ITT,03/03/2014,09:32:16.785,43.19,N,2,43.24,N,1
ITT,03/03/2014,09:32:16.807,43.19,N,1,43.24,N,1
ITT,03/03/2014,09:32:16.807,43.17,N,1,43.24,N,1
ITT,03/03/2014,09:32:16.830,43.18,N,1,43.24,N,1
ITT,03/03/2014,09:32:16.853,43.16,N,1,43.24,N,1
ITT,03/03/2014,09:32:16.853,43.16,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.854,43.17,Y,1,43.23,N,1
ITT,03/03/2014,09:32:16.855,43.16,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.855,43.17,B,1,43.23,N,1
ITT,03/03/2014,09:32:16.855,43.16,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.860,43.17,N,1,43.23,N,1
ITT,03/03/2014,09:32:16.876,43.17,N,2,43.23,N,1
ITT,03/03/2014,09:32:17.001,43.18,N,1,43.23,N,1
ITT,03/03/2014,09:32:17.008,43.18,N,1,43.28,K,2
ITT,03/03/2014,09:32:17.008,43.19,N,1,43.28,K,2
ITT,03/03/2014,09:32:17.008,43.19,N,1,43.27,N,1
ITT,03/03/2014,09:32:17.030,43.19,N,1,43.26,N,1
ITT,03/03/2014,09:32:17.770,43.19,N,1,43.25,P,1
ITT,03/03/2014,09:32:17.793,43.15,T,4,43.25,P,1
ITT,03/03/2014,09:32:17.794,43.15,T,4,43.24,N,1
ITT,03/03/2014,09:32:17.794,43.16,Y,1,43.24,N,1
ITT,03/03/2014,09:32:17.795,43.16,B,1,43.24,N,1
ITT,03/03/2014,09:32:17.795,43.15,T,4,43.24,N,1
ITT,03/03/2014,09:32:17.816,43.16,N,1,43.24,N,1
ITT,03/03/2014,09:32:17.828,43.17,N,1,43.24,N,1
ITT,03/03/2014,09:32:17.838,43.17,N,2,43.24,N,1
ITT,03/03/2014,09:32:17.965,43.18,N,1,43.24,N,1
ITT,03/03/2014,09:32:18.532,43.17,N,2,43.24,N,1
ITT,03/03/2014,09:32:18.554,43.18,N,1,43.24,N,1
ITT,03/03/2014,09:32:18.576,43.17,N,2,43.24,N,1
ITT,03/03/2014,09:32:18.729,43.18,N,1,43.24,N,1
ITT,03/03/2014,09:32:18.752,43.17,N,2,43.24,N,1
ITT,03/03/2014,09:32:18.949,43.18,N,1,43.24,N,1
ITT,03/03/2014,09:32:18.972,43.17,N,2,43.24,N,1
