"","Country name","Year","Life Ladder","Log GDP per capita","Social support","Healthy life expectancy at birth","Freedom to make life choices","Generosity","Perceptions of corruption","Positive affect","Negative affect","Confidence in national government","Democratic Quality","Delivery Quality","Standard deviation of ladder by country-year","Standard deviation/Mean of ladder by country-year","gini of household income reported in Gallup, by wp5-year"
"85","Gabon",2018,4.78300905227661,9.71831607818604,0.784827589988708,59.7000007629395,0.719135403633118,-0.217487514019012,0.822863459587097,0.640691637992859,0.417660981416702,0.311373710632324,NA,NA,2.62363862991333,0.548533082008362,0.485094249248505
"86","Gambia",2017,4.11793899536133,7.35357284545898,0.697001516819,54.7000007629395,0.812325835227966,0.126379773020744,0.57161557674408,0.838287174701691,0.277247190475464,0.796493291854858,-0.427905082702637,-0.552332282066345,2.48023080825806,0.602299094200134,0.562509775161743
"87","Gambia",2018,4.92209911346436,7.37655353546143,0.68479996919632,55,0.71872878074646,NA,0.691069543361664,0.804012179374695,0.379207700490952,0.757543444633484,NA,NA,3.15885758399963,0.641770422458649,0.592391192913055
"88","Georgia",2017,4.45077466964722,9.1845178604126,0.59049516916275,64.6999969482422,0.820908784866333,-0.230505853891373,0.589631974697113,0.58112770318985,0.209639608860016,0.296396225690842,-0.0541742742061615,0.674269735813141,1.77507996559143,0.398824959993362,0.454276502132416
"89","Georgia",2018,4.65909719467163,9.22910022735596,0.617218554019928,64.5,0.775144100189209,-0.219247594475746,0.754853785037994,0.572953462600708,0.243778914213181,0.300006181001663,NA,NA,2.2230532169342,0.477142482995987,0.419812053442001
"90","Germany",2017,7.07432460784912,10.7194995880127,0.892166078090668,71.9000015258789,0.840727865695953,0.141375407576561,0.414021193981171,0.736565709114075,0.196434810757637,0.622935652732849,0.982752084732056,1.73796725273132,1.441730260849,0.203797578811646,0.319597333669662
"91","Germany",2018,7.11836433410645,10.7309446334839,0.919763147830963,72.1999969482422,0.876887500286102,0.0301996488124132,0.495673954486847,0.780280411243439,0.243214577436447,0.592990577220917,NA,NA,1.62358915805817,0.228084579110146,0.283512622117996
"92","Ghana",2017,5.48131084442139,8.34939670562744,0.66911107301712,56.7999992370605,0.783046364784241,0.082861453294754,0.838609993457794,0.702511727809906,0.247518941760063,0.670288562774658,0.33919432759285,-0.0861630886793137,2.55111956596375,0.465421438217163,0.501201510429382
"93","Greece",2017,5.14824151992798,10.1094598770142,0.752899527549744,72.1999969482422,0.438300013542175,-0.29122731089592,0.872239470481873,0.602939009666443,0.332830756902695,0.139880895614624,0.291475027799606,0.124455310404301,2.41163110733032,0.468437820672989,0.346705943346024
"94","Greece",2018,5.40928936004639,10.1320581436157,0.793500781059265,72.4000015258789,0.564455687999725,-0.336384534835815,0.86030238866806,0.665699064731598,0.255006581544876,0.157048657536507,NA,NA,2.0797712802887,0.384481430053711,0.315494269132614
"95","Guatemala",2017,6.32511854171753,8.91244697570801,0.826492071151733,64.5,0.91452169418335,-0.0599324032664299,0.799747884273529,0.845865786075592,0.308086156845093,0.458623856306076,-0.427182585000992,-0.673654079437256,2.8589460849762,0.451998800039291,0.495318561792374
"96","Guatemala",2018,6.62659168243408,8.92342853546143,0.841107249259949,64.8000030517578,0.90953803062439,-0.0111670335754752,0.765454411506653,0.871362030506134,0.262411266565323,0.457064419984818,NA,NA,2.84046125411987,0.428645879030228,0.634369075298309
"97","Guinea",2017,4.87372255325317,7.60036516189575,0.634025573730469,53.2999992370605,0.738212823867798,0.046024639159441,0.750026226043701,0.70447713136673,0.42246088385582,0.639980792999268,-0.673567533493042,-1.02909016609192,2.96993541717529,0.609377205371857,0.618353307247162
"98","Guinea",2018,5.25222682952881,7.63371801376343,0.630433142185211,54.4000015258789,0.731157243251801,0.10001128166914,0.778393805027008,0.743881046772003,0.44043830037117,0.591723740100861,NA,NA,3.30263519287109,0.62880665063858,0.603387713432312
"99","Haiti",2017,3.82386565208435,7.41045141220093,0.646984994411469,55.5,0.484429150819778,0.380740523338318,0.64719158411026,0.573366701602936,0.321692764759064,0.435076951980591,-0.720903515815735,-1.424440741539,2.15694499015808,0.564074456691742,0.574473023414612
"100","Haiti",2018,3.61492800712585,7.41609191894531,0.537975907325745,55.7000007629395,0.591468393802643,0.420986384153366,0.720444738864899,0.584113299846649,0.358720034360886,0.367896646261215,NA,NA,3.07673025131226,0.851117968559265,0.669433951377869
"101","Honduras",2017,6.01998567581177,8.42107772827148,0.843354940414429,67,0.898377418518066,0.0786035656929016,0.783429443836212,0.842200934886932,0.248383343219757,0.495585024356842,-0.49690055847168,-0.677816927433014,2.96358609199524,0.492291212081909,0.561559021472931
"102","Honduras",2018,5.90842390060425,8.4392032623291,0.827067017555237,67.1999969482422,0.872161686420441,0.105728693306446,0.803564786911011,0.87184464931488,0.287357896566391,0.398913681507111,NA,NA,3.13472032546997,0.530551016330719,0.67215883731842
