Symbol,Date,Time,Open Time,Open Bid Price,Open Bid Size,Open Ask Price,Open Ask Size,High Bid Time,High Bid Price,High Bid Size,Ask Price at High Bid,Ask Size at High Bid,Low Ask Time,Bid Price at Low Ask,Bid Size at Low Ask,Low Ask Price,Low Ask Size,Close Time,Close Bid Price,Close Bid Size,Close Ask Price,Close Ask Size,Max. Spread,Min. Spread,NBBO Count
GLP,03/03/2014,09:44,09:43:01.785,38.21,1,38.49,1,09:43:01.785,38.21,1,38.49,1,09:43:01.817,38.21,1,38.48,1,09:43:05.183,38.21,1,38.48,1,0.28,0.27,4
GLP,03/03/2014,09:45,09:44:02.151,38.2,2,38.48,1,09:44:07.354,38.21,1,38.46,1,09:44:04.977,38.2,2,38.46,1,09:44:07.354,38.21,1,38.46,1,0.28,0.25,4
GLP,03/03/2014,09:46,09:45:09.089,38.21,1,38.45,1,09:45:09.089,38.21,1,38.45,1,09:45:09.121,38.2,2,38.44,1,09:45:11.075,38.21,1,38.44,1,0.25,0.23,4
GLP,03/03/2014,09:47,09:46:03.787,38.21,1,38.43,1,09:46:03.787,38.21,1,38.43,1,09:46:03.822,38.2,2,38.42,1,09:46:56.711,38.2,2,38.42,2,0.23,0.21,6
GLP,03/03/2014,09:48,09:47:00.273,38.21,1,38.42,2,09:47:00.273,38.21,1,38.42,2,09:47:06.105,38.21,1,38.4,1,09:47:37.126,38.21,1,38.4,2,0.29,0.19,8
GLP,03/03/2014,09:49,09:48:03.623,38.21,1,38.4,1,09:48:03.623,38.21,1,38.4,1,09:48:10.103,38.21,1,38.38,1,09:48:41.265,38.21,1,38.38,2,0.29,0.17,7
GLP,03/03/2014,09:50,09:49:01.491,38.21,1,38.38,1,09:49:01.491,38.21,1,38.38,1,09:49:01.583,38.21,1,38.36,1,09:49:30.623,38.21,1,38.36,1,0.29,0.15,8
GLP,03/03/2014,09:51,09:50:01.050,38.21,1,38.36,2,09:50:01.050,38.21,1,38.36,2,09:50:01.050,38.21,1,38.36,2,09:50:59.714,38.21,1,38.48,2,0.29,0.15,6
GLP,03/03/2014,09:52,09:51:27.219,38.2,2,38.48,2,09:51:58.157,38.21,1,38.48,2,09:51:27.219,38.2,2,38.48,2,09:51:58.157,38.21,1,38.48,2,0.28,0.27,2
GLP,03/03/2014,09:53,09:52:02.713,38.21,1,38.47,1,09:52:27.966,38.29,1,38.46,1,09:52:59.975,38.29,1,38.44,1,09:52:59.975,38.29,1,38.44,1,0.26,0.15,6
GLP,03/03/2014,09:54,09:53:28.103,38.28,1,38.44,1,09:53:40.409,38.29,1,38.44,2,09:53:28.103,38.28,1,38.44,1,09:53:59.832,38.24,1,38.44,2,0.20,0.15,4
GLP,03/03/2014,09:55,09:54:03.676,38.24,1,38.43,1,09:54:03.676,38.24,1,38.43,1,09:54:03.681,38.24,1,38.42,1,09:54:04.333,38.2,2,38.42,1,0.22,0.18,3
GLP,03/03/2014,09:56,09:55:02.634,38.2,2,38.41,1,09:55:02.634,38.2,2,38.41,1,09:55:02.660,38.2,2,38.4,1,09:55:33.192,38.2,2,38.4,2,0.21,0.20,3
GLP,03/03/2014,09:57,09:56:04.580,38.2,2,38.39,1,09:56:04.580,38.2,2,38.39,1,09:56:04.594,38.2,2,38.38,1,09:56:04.594,38.2,2,38.38,1,0.19,0.18,2
GLP,03/03/2014,09:58,09:57:08.574,38.2,2,38.37,1,09:57:08.574,38.2,2,38.37,1,09:57:08.586,38.2,2,38.36,1,09:57:08.586,38.2,2,38.36,1,0.17,0.16,2
GLP,03/03/2014,09:59,09:58:41.360,38.2,2,38.36,2,09:58:41.360,38.2,2,38.36,2,09:58:41.360,38.2,2,38.36,2,09:58:41.360,38.2,2,38.36,2,0.16,0.16,1
GLP,03/03/2014,10:00,09:59:03.415,38.2,2,38.36,1,09:59:03.426,38.21,1,38.46,1,09:59:03.576,38.21,1,38.35,1,09:59:40.058,38.21,2,38.46,1,0.30,0.14,8
GLP,03/03/2014,10:02,10:01:20.050,38.21,1,38.46,1,10:01:20.050,38.21,1,38.46,1,10:01:20.050,38.21,1,38.46,1,10:01:20.636,38.21,1,38.5,11,0.29,0.25,2
GLP,03/03/2014,10:03,10:02:10.700,38.21,1,38.49,1,10:02:10.700,38.21,1,38.49,1,10:02:10.700,38.21,1,38.49,1,10:02:10.700,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:05,10:04:03.553,38.21,1,38.49,1,10:04:03.553,38.21,1,38.49,1,10:04:03.553,38.21,1,38.49,1,10:04:04.268,38.21,1,38.49,1,0.28,0.28,2
GLP,03/03/2014,10:12,10:11:18.499,38.21,1,38.4,1,10:11:18.499,38.21,1,38.4,1,10:11:18.499,38.21,1,38.4,1,10:11:18.499,38.21,1,38.4,1,0.19,0.19,1
GLP,03/03/2014,10:14,10:13:04.719,38.21,1,38.39,1,10:13:04.719,38.21,1,38.39,1,10:13:04.719,38.21,1,38.39,1,10:13:04.719,38.21,1,38.39,1,0.18,0.18,1
GLP,03/03/2014,10:17,10:16:01.743,38.21,1,38.39,1,10:16:01.743,38.21,1,38.39,1,10:16:01.743,38.21,1,38.39,1,10:16:01.743,38.21,1,38.39,1,0.18,0.18,1
GLP,03/03/2014,10:18,10:17:03.524,38.21,1,38.38,1,10:17:03.524,38.21,1,38.38,1,10:17:03.524,38.21,1,38.38,1,10:17:03.524,38.21,1,38.38,1,0.17,0.17,1
GLP,03/03/2014,10:19,10:18:07.574,38.21,1,38.38,1,10:18:07.574,38.21,1,38.38,1,10:18:07.574,38.21,1,38.38,1,10:18:07.574,38.21,1,38.38,1,0.17,0.17,1
GLP,03/03/2014,10:24,10:23:10.224,38.21,1,38.5,11,10:23:10.224,38.21,1,38.5,11,10:23:10.224,38.21,1,38.5,11,10:23:10.224,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:25,10:24:02.532,38.21,1,38.49,1,10:24:02.532,38.21,1,38.49,1,10:24:02.532,38.21,1,38.49,1,10:24:02.532,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:28,10:27:13.571,38.21,1,38.5,11,10:27:13.571,38.21,1,38.5,11,10:27:13.571,38.21,1,38.5,11,10:27:13.571,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:29,10:28:16.567,38.21,1,38.49,1,10:28:16.567,38.21,1,38.49,1,10:28:16.567,38.21,1,38.49,1,10:28:16.567,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:30,10:29:12.500,38.21,1,38.5,11,10:29:12.500,38.21,1,38.5,11,10:29:12.500,38.21,1,38.5,11,10:29:12.500,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:31,10:30:14.599,38.21,1,38.49,1,10:30:14.599,38.21,1,38.49,1,10:30:14.599,38.21,1,38.49,1,10:30:14.599,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:32,10:31:16.508,38.21,1,38.5,11,10:31:16.508,38.21,1,38.5,11,10:31:16.508,38.21,1,38.5,11,10:31:16.508,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:33,10:32:20.523,38.21,1,38.49,1,10:32:20.523,38.21,1,38.49,1,10:32:20.523,38.21,1,38.49,1,10:32:20.523,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:34,10:33:21.455,38.21,1,38.5,11,10:33:21.455,38.21,1,38.5,11,10:33:21.455,38.21,1,38.5,11,10:33:21.455,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:35,10:34:21.484,38.21,1,38.49,1,10:34:21.484,38.21,1,38.49,1,10:34:21.484,38.21,1,38.49,1,10:34:21.484,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:36,10:35:17.639,38.21,1,38.5,11,10:35:17.639,38.21,1,38.5,11,10:35:17.639,38.21,1,38.5,11,10:35:17.639,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:37,10:36:20.561,38.21,1,38.49,1,10:36:20.561,38.21,1,38.49,1,10:36:20.561,38.21,1,38.49,1,10:36:20.561,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:39,10:38:18.489,38.21,1,38.5,11,10:38:18.489,38.21,1,38.5,11,10:38:18.489,38.21,1,38.5,11,10:38:18.489,38.21,1,38.5,11,0.29,0.29,1
GLP,03/03/2014,10:40,10:39:17.535,38.21,1,38.49,1,10:39:17.535,38.21,1,38.49,1,10:39:17.535,38.21,1,38.49,1,10:39:17.535,38.21,1,38.49,1,0.28,0.28,1
GLP,03/03/2014,10:41,10:40:22.523,38.21,1,38.49,1,10:40:22.523,38.21,1,38.49,1,10:40:57.057,38.21,1,38.48,1,10:40:57.057,38.21,1,38.48,1,0.28,0.27,2
GLP,03/03/2014,10:42,10:41:18.512,38.21,1,38.47,1,10:41:18.512,38.21,1,38.47,1,10:41:32.962,38.21,1,38.46,1,10:41:32.962,38.21,1,38.46,1,0.26,0.25,2
GLP,03/03/2014,10:44,10:43:57.499,38.21,1,38.46,1,10:43:57.499,38.21,1,38.46,1,10:43:58.839,38.21,1,38.45,1,10:43:58.839,38.21,1,38.45,1,0.25,0.24,2
GLP,03/03/2014,10:45,10:44:12.556,38.21,1,38.44,1,10:44:12.556,38.21,1,38.44,1,10:44:35.722,38.21,1,38.43,1,10:44:35.722,38.21,1,38.43,1,0.23,0.22,2
GLP,03/03/2014,10:48,10:47:10.503,38.21,1,38.42,1,10:47:10.503,38.21,1,38.42,1,10:47:10.503,38.21,1,38.42,1,10:47:10.503,38.21,1,38.42,1,0.21,0.21,1
GLP,03/03/2014,10:49,10:48:08.465,38.21,1,38.43,1,10:48:08.465,38.21,1,38.43,1,10:48:08.465,38.21,1,38.43,1,10:48:14.948,38.21,1,38.49,1,0.29,0.22,3
GLP,03/03/2014,10:50,10:49:10.530,38.21,1,38.48,1,10:49:10.530,38.21,1,38.48,1,10:49:10.530,38.21,1,38.48,1,10:49:10.530,38.21,1,38.48,1,0.27,0.27,1
GLP,03/03/2014,10:58,10:57:56.963,38.21,1,38.47,1,10:57:56.963,38.21,1,38.47,1,10:57:56.963,38.21,1,38.47,1,10:57:56.963,38.21,1,38.47,1,0.26,0.26,1
GLP,03/03/2014,10:59,10:58:17.465,38.21,1,38.46,1,10:58:17.465,38.21,1,38.46,1,10:58:38.653,38.21,1,38.45,1,10:58:38.653,38.21,1,38.45,1,0.25,0.24,2
GLP,03/03/2014,11:04,11:03:19.426,38.21,1,38.44,1,11:03:19.426,38.21,1,38.44,1,11:03:19.426,38.21,1,38.44,1,11:03:19.426,38.21,1,38.44,1,0.23,0.23,1
GLP,03/03/2014,11:05,11:04:24.459,38.21,1,38.44,1,11:04:24.459,38.21,1,38.44,1,11:04:24.459,38.21,1,38.44,1,11:04:24.459,38.21,1,38.44,1,0.23,0.23,1
GLP,03/03/2014,11:07,11:06:26.605,38.21,1,38.43,1,11:06:26.605,38.21,1,38.43,1,11:06:26.605,38.21,1,38.43,1,11:06:26.605,38.21,1,38.43,1,0.22,0.22,1
GLP,03/03/2014,11:08,11:07:26.621,38.21,1,38.43,1,11:07:26.621,38.21,1,38.43,1,11:07:26.621,38.21,1,38.43,1,11:07:26.621,38.21,1,38.43,1,0.22,0.22,1
GLP,03/03/2014,11:09,11:08:02.649,38.21,2,38.43,1,11:08:02.649,38.21,2,38.43,1,11:08:21.606,38.21,2,38.42,1,11:08:21.606,38.21,2,38.42,1,0.22,0.21,2
GLP,03/03/2014,11:10,11:09:18.510,38.21,2,38.42,1,11:09:18.510,38.21,2,38.42,1,11:09:18.510,38.21,2,38.42,1,11:09:18.510,38.21,2,38.42,1,0.21,0.21,1
GLP,03/03/2014,11:12,11:11:19.512,38.21,2,38.41,1,11:11:19.512,38.21,2,38.41,1,11:11:19.512,38.21,2,38.41,1,11:11:19.512,38.21,2,38.41,1,0.20,0.20,1
GLP,03/03/2014,11:13,11:12:14.483,38.21,2,38.41,1,11:12:14.483,38.21,2,38.41,1,11:12:22.393,38.21,2,38.4,1,11:12:23.478,38.21,2,38.4,2,0.20,0.19,3
GLP,03/03/2014,11:20,11:19:17.480,38.21,2,38.4,1,11:19:17.480,38.21,2,38.4,1,11:19:17.480,38.21,2,38.4,1,11:19:28.419,38.21,2,38.48,1,0.29,0.19,4
GLP,03/03/2014,11:25,11:24:40.465,38.21,2,38.48,1,11:24:40.465,38.21,2,38.48,1,11:24:40.465,38.21,2,38.48,1,11:24:40.465,38.21,2,38.48,1,0.27,0.27,1
GLP,03/03/2014,11:28,11:27:36.464,38.21,2,38.47,1,11:27:36.464,38.21,2,38.47,1,11:27:36.464,38.21,2,38.47,1,11:27:36.464,38.21,2,38.47,1,0.26,0.26,1
GLP,03/03/2014,11:29,11:28:40.500,38.21,2,38.48,1,11:28:40.500,38.21,2,38.48,1,11:28:40.500,38.21,2,38.48,1,11:28:40.500,38.21,2,38.48,1,0.27,0.27,1
GLP,03/03/2014,11:30,11:29:42.475,38.21,2,38.47,1,11:29:42.475,38.21,2,38.47,1,11:29:42.475,38.21,2,38.47,1,11:29:42.475,38.21,2,38.47,1,0.26,0.26,1
GLP,03/03/2014,11:31,11:30:37.565,38.21,2,38.48,1,11:30:37.565,38.21,2,38.48,1,11:30:37.565,38.21,2,38.48,1,11:30:37.565,38.21,2,38.48,1,0.27,0.27,1
GLP,03/03/2014,11:32,11:31:37.549,38.21,2,38.47,1,11:31:37.549,38.21,2,38.47,1,11:31:37.549,38.21,2,38.47,1,11:31:37.549,38.21,2,38.47,1,0.26,0.26,1
GLP,03/03/2014,11:33,11:32:42.448,38.21,2,38.48,1,11:32:42.448,38.21,2,38.48,1,11:32:42.448,38.21,2,38.48,1,11:32:42.448,38.21,2,38.48,1,0.27,0.27,1
GLP,03/03/2014,11:34,11:33:40.539,38.21,2,38.47,1,11:33:40.539,38.21,2,38.47,1,11:33:40.539,38.21,2,38.47,1,11:33:40.539,38.21,2,38.47,1,0.26,0.26,1
GLP,03/03/2014,11:35,11:34:40.420,38.21,2,38.48,1,11:34:40.420,38.21,2,38.48,1,11:34:40.420,38.21,2,38.48,1,11:34:40.420,38.21,2,38.48,1,0.27,0.27,1
GLP,03/03/2014,11:36,11:35:44.544,38.21,2,38.47,1,11:35:44.544,38.21,2,38.47,1,11:35:48.439,38.21,2,38.46,1,11:35:48.439,38.21,2,38.46,1,0.26,0.25,2
GLP,03/03/2014,11:37,11:36:44.528,38.21,2,38.45,1,11:36:44.528,38.21,2,38.45,1,11:36:44.528,38.21,2,38.45,1,11:36:44.528,38.21,2,38.45,1,0.24,0.24,1
GLP,03/03/2014,11:38,11:37:39.485,38.21,2,38.46,1,11:37:39.485,38.21,2,38.46,1,11:37:39.485,38.21,2,38.46,1,11:37:39.485,38.21,2,38.46,1,0.25,0.25,1
GLP,03/03/2014,11:47,11:46:21.524,38.21,2,38.45,1,11:46:21.524,38.21,2,38.45,1,11:46:21.524,38.21,2,38.45,1,11:46:21.524,38.21,2,38.45,1,0.24,0.24,1
GLP,03/03/2014,11:48,11:47:25.415,38.21,2,38.46,1,11:47:25.415,38.21,2,38.46,1,11:47:25.415,38.21,2,38.46,1,11:47:25.415,38.21,2,38.46,1,0.25,0.25,1
GLP,03/03/2014,11:49,11:48:29.411,38.21,2,38.45,1,11:48:29.411,38.21,2,38.45,1,11:48:29.411,38.21,2,38.45,1,11:48:29.411,38.21,2,38.45,1,0.24,0.24,1
GLP,03/03/2014,11:50,11:49:32.425,38.21,2,38.46,1,11:49:32.425,38.21,2,38.46,1,11:49:32.425,38.21,2,38.46,1,11:49:32.425,38.21,2,38.46,1,0.25,0.25,1
GLP,03/03/2014,11:51,11:50:35.620,38.21,2,38.45,1,11:50:35.620,38.21,2,38.45,1,11:50:35.620,38.21,2,38.45,1,11:50:35.620,38.21,2,38.45,1,0.24,0.24,1
GLP,03/03/2014,11:52,11:51:11.307,38.22,1,38.45,1,11:51:12.947,38.23,1,38.45,1,11:51:11.307,38.22,1,38.45,1,11:51:35.618,38.23,1,38.46,1,0.23,0.22,5
GLP,03/03/2014,11:53,11:52:30.490,38.23,1,38.45,1,11:52:30.490,38.23,1,38.45,1,11:52:30.490,38.23,1,38.45,1,11:52:30.490,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,11:54,11:53:29.483,38.23,1,38.46,1,11:53:29.483,38.23,1,38.46,1,11:53:29.483,38.23,1,38.46,1,11:53:29.483,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,11:57,11:56:38.531,38.23,1,38.45,1,11:56:38.531,38.23,1,38.45,1,11:56:38.531,38.23,1,38.45,1,11:56:38.531,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,11:58,11:57:37.516,38.23,1,38.46,1,11:57:37.516,38.23,1,38.46,1,11:57:37.516,38.23,1,38.46,1,11:57:37.516,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,11:59,11:58:39.490,38.23,1,38.45,1,11:58:39.490,38.23,1,38.45,1,11:58:39.490,38.23,1,38.45,1,11:58:39.490,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,12:00,11:59:38.508,38.23,1,38.46,1,11:59:38.508,38.23,1,38.46,1,11:59:38.508,38.23,1,38.46,1,11:59:38.508,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,12:01,12:00:34.531,38.23,1,38.45,1,12:00:34.531,38.23,1,38.45,1,12:00:34.531,38.23,1,38.45,1,12:00:34.531,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,12:02,12:01:30.459,38.23,1,38.46,1,12:01:30.459,38.23,1,38.46,1,12:01:30.459,38.23,1,38.46,1,12:01:30.459,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,12:03,12:02:33.455,38.23,1,38.45,1,12:02:33.455,38.23,1,38.45,1,12:02:33.455,38.23,1,38.45,1,12:02:33.455,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,12:04,12:03:28.432,38.23,1,38.46,1,12:03:28.432,38.23,1,38.46,1,12:03:28.432,38.23,1,38.46,1,12:03:28.432,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,12:05,12:04:26.428,38.23,1,38.45,1,12:04:26.428,38.23,1,38.45,1,12:04:26.428,38.23,1,38.45,1,12:04:26.428,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,12:06,12:05:25.472,38.23,1,38.46,1,12:05:25.472,38.23,1,38.46,1,12:05:25.472,38.23,1,38.46,1,12:05:25.472,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,12:07,12:06:24.639,38.23,1,38.45,1,12:06:24.639,38.23,1,38.45,1,12:06:24.639,38.23,1,38.45,1,12:06:24.639,38.23,1,38.45,1,0.22,0.22,1
GLP,03/03/2014,12:08,12:07:21.538,38.23,1,38.46,1,12:07:21.538,38.23,1,38.46,1,12:07:21.538,38.23,1,38.46,1,12:07:21.538,38.23,1,38.46,1,0.23,0.23,1
GLP,03/03/2014,12:09,12:08:23.453,38.23,1,38.45,1,12:08:23.462,38.24,1,38.45,1,12:08:23.453,38.23,1,38.45,1,12:08:23.462,38.24,1,38.45,1,0.22,0.21,2
GLP,03/03/2014,12:10,12:09:18.481,38.24,1,38.46,1,12:09:18.481,38.24,1,38.46,1,12:09:18.481,38.24,1,38.46,1,12:09:18.481,38.24,1,38.46,1,0.22,0.22,1
GLP,03/03/2014,12:11,12:10:07.615,38.24,1,38.5,11,12:10:07.615,38.24,1,38.5,11,12:10:17.514,38.24,1,38.49,1,12:10:17.514,38.24,1,38.49,1,0.26,0.25,2
GLP,03/03/2014,12:14,12:13:23.640,38.24,1,38.5,11,12:13:23.640,38.24,1,38.5,11,12:13:23.641,38.24,1,38.49,1,12:13:23.641,38.24,1,38.49,1,0.26,0.25,2
GLP,03/03/2014,12:15,12:14:24.575,38.24,1,38.5,11,12:14:24.575,38.24,1,38.5,11,12:14:24.575,38.24,1,38.5,11,12:14:24.575,38.24,1,38.5,11,0.26,0.26,1
GLP,03/03/2014,12:16,12:15:26.681,38.24,1,38.49,1,12:15:26.681,38.24,1,38.49,1,12:15:26.681,38.24,1,38.49,1,12:15:26.681,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:17,12:16:29.506,38.24,1,38.5,11,12:16:29.506,38.24,1,38.5,11,12:16:29.506,38.24,1,38.5,11,12:16:29.506,38.24,1,38.5,11,0.26,0.26,1
GLP,03/03/2014,12:18,12:17:12.902,38.24,1,38.49,1,12:17:12.902,38.24,1,38.49,1,12:17:26.496,38.24,1,38.48,1,12:17:26.496,38.24,1,38.48,1,0.25,0.24,2
GLP,03/03/2014,12:19,12:18:22.766,38.24,1,38.49,1,12:18:22.766,38.24,1,38.49,1,12:18:22.766,38.24,1,38.49,1,12:18:22.766,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:20,12:19:21.567,38.24,1,38.48,1,12:19:21.567,38.24,1,38.48,1,12:19:21.567,38.24,1,38.48,1,12:19:21.567,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:25,12:24:18.493,38.24,1,38.49,1,12:24:18.493,38.24,1,38.49,1,12:24:18.493,38.24,1,38.49,1,12:24:18.493,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:26,12:25:14.600,38.24,1,38.48,1,12:25:14.600,38.24,1,38.48,1,12:25:14.600,38.24,1,38.48,1,12:25:14.600,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:27,12:26:12.504,38.24,1,38.49,1,12:26:12.504,38.24,1,38.49,1,12:26:12.504,38.24,1,38.49,1,12:26:12.504,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:28,12:27:17.464,38.24,1,38.48,1,12:27:17.464,38.24,1,38.48,1,12:27:17.464,38.24,1,38.48,1,12:27:17.464,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:29,12:28:16.474,38.24,1,38.49,1,12:28:16.474,38.24,1,38.49,1,12:28:16.474,38.24,1,38.49,1,12:28:16.474,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:30,12:29:13.455,38.24,1,38.48,1,12:29:13.455,38.24,1,38.48,1,12:29:13.455,38.24,1,38.48,1,12:29:13.455,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:31,12:30:11.566,38.24,1,38.49,1,12:30:11.566,38.24,1,38.49,1,12:30:11.566,38.24,1,38.49,1,12:30:11.566,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:32,12:31:06.511,38.24,1,38.48,1,12:31:06.511,38.24,1,38.48,1,12:31:06.511,38.24,1,38.48,1,12:31:06.511,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:33,12:32:01.470,38.24,1,38.49,1,12:32:01.470,38.24,1,38.49,1,12:32:01.470,38.24,1,38.49,1,12:32:01.470,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:34,12:33:03.483,38.24,1,38.48,1,12:33:03.483,38.24,1,38.48,1,12:33:03.483,38.24,1,38.48,1,12:33:03.483,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:35,12:34:08.457,38.24,1,38.49,1,12:34:08.457,38.24,1,38.49,1,12:34:08.457,38.24,1,38.49,1,12:34:08.457,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:36,12:35:12.478,38.24,1,38.48,1,12:35:12.478,38.24,1,38.48,1,12:35:12.478,38.24,1,38.48,1,12:35:12.478,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:37,12:36:07.543,38.24,1,38.49,1,12:36:07.543,38.24,1,38.49,1,12:36:07.543,38.24,1,38.49,1,12:36:07.543,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:38,12:37:02.502,38.24,1,38.48,1,12:37:02.502,38.24,1,38.48,1,12:37:02.502,38.24,1,38.48,1,12:37:02.502,38.24,1,38.48,1,0.24,0.24,1
GLP,03/03/2014,12:39,12:38:00.546,38.24,1,38.49,1,12:38:00.546,38.24,1,38.49,1,12:38:00.546,38.24,1,38.49,1,12:38:00.546,38.24,1,38.49,1,0.25,0.25,1
GLP,03/03/2014,12:40,12:39:01.480,38.24,1,38.48,1,12:39:01.480,38.24,1,38.48,1,12:39:01.480,38.24,1,38.48,1,12:39:57.505,38.24,1,38.49,1,0.25,0.24,2
GLP,03/03/2014,12:42,12:41:02.487,38.24,1,38.48,1,12:41:02.487,38.24,1,38.48,1,12:41:02.487,38.24,1,38.48,1,12:41:59.489,38.24,1,38.49,1,0.25,0.24,2
GLP,03/03/2014,12:44,12:43:03.479,38.24,1,38.48,1,12:43:03.479,38.24,1,38.48,1,12:43:59.437,38.24,1,38.46,1,12:43:59.437,38.24,1,38.46,1,0.24,0.22,3
GLP,03/03/2014,12:46,12:45:03.638,38.24,1,38.47,1,12:45:03.638,38.24,1,38.47,1,12:45:03.638,38.24,1,38.47,1,12:45:03.638,38.24,1,38.47,1,0.23,0.23,1
GLP,03/03/2014,12:47,12:46:05.546,38.24,1,38.46,1,12:46:05.546,38.24,1,38.46,1,12:46:05.546,38.24,1,38.46,1,12:46:05.546,38.24,1,38.46,1,0.22,0.22,1
GLP,03/03/2014,12:48,12:47:08.487,38.24,1,38.47,1,12:47:08.487,38.24,1,38.47,1,12:47:08.487,38.24,1,38.47,1,12:47:08.487,38.24,1,38.47,1,0.23,0.23,1
GLP,03/03/2014,12:49,12:48:12.502,38.24,1,38.46,1,12:48:12.502,38.24,1,38.46,1,12:48:12.502,38.24,1,38.46,1,12:48:12.502,38.24,1,38.46,1,0.22,0.22,1
GLP,03/03/2014,12:50,12:49:09.457,38.24,1,38.47,1,12:49:09.457,38.24,1,38.47,1,12:49:09.457,38.24,1,38.47,1,12:49:09.457,38.24,1,38.47,1,0.23,0.23,1
GLP,03/03/2014,12:51,12:50:08.454,38.24,1,38.46,1,12:50:08.454,38.24,1,38.46,1,12:50:08.454,38.24,1,38.46,1,12:50:08.454,38.24,1,38.46,1,0.22,0.22,1
GLP,03/03/2014,12:52,12:51:07.455,38.24,1,38.47,1,12:51:07.455,38.24,1,38.47,1,12:51:07.455,38.24,1,38.47,1,12:51:07.455,38.24,1,38.47,1,0.23,0.23,1
GLP,03/03/2014,12:53,12:52:04.547,38.24,1,38.46,1,12:52:04.547,38.24,1,38.46,1,12:52:04.547,38.24,1,38.46,1,12:52:04.547,38.24,1,38.46,1,0.22,0.22,1
GLP,03/03/2014,12:54,12:53:02.487,38.24,1,38.47,1,12:53:02.487,38.24,1,38.47,1,12:53:02.487,38.24,1,38.47,1,12:53:02.487,38.24,1,38.47,1,0.23,0.23,1
GLP,03/03/2014,12:55,12:54:06.490,38.24,1,38.46,1,12:54:06.490,38.24,1,38.46,1,12:54:56.441,38.24,1,38.45,1,12:54:56.441,38.24,1,38.45,1,0.22,0.21,2
GLP,03/03/2014,12:56,12:55:11.490,38.24,1,38.44,1,12:55:11.490,38.24,1,38.44,1,12:55:11.490,38.24,1,38.44,1,12:55:11.490,38.24,1,38.44,1,0.20,0.20,1
GLP,03/03/2014,12:57,12:56:14.492,38.24,1,38.45,1,12:56:14.492,38.24,1,38.45,1,12:56:14.492,38.24,1,38.45,1,12:56:14.492,38.24,1,38.45,1,0.21,0.21,1
GLP,03/03/2014,12:59,12:58:10.474,38.24,1,38.44,1,12:58:10.474,38.24,1,38.44,1,12:58:10.474,38.24,1,38.44,1,12:58:10.474,38.24,1,38.44,1,0.20,0.20,1
GLP,03/03/2014,13:00,12:59:05.431,38.24,1,38.45,1,12:59:05.431,38.24,1,38.45,1,12:59:05.431,38.24,1,38.45,1,12:59:05.431,38.24,1,38.45,1,0.21,0.21,1
